question_id,question,answer,contexts,cited_sources,dimension,rater_1,rater_2,rater_3,notes,mean_rating,rating_std
2,How do you design a URL shortener like bit.ly?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"# URL Shortener  
Let's design a URL shortener, similar to services like [Bitly](https://bitly.com), [TinyURL](https://tinyurl.com/app).

---

**Long URL**: [https://karanpratapsingh.com/courses/system-design/url-shortener](https://karanpratapsingh.com/courses/system-design/url-shortener)  
**Short URL**: [https://bit.ly/3I71d3o](https://bit.ly/3I71d3o)

---

![url-shortener-basic-design](https://raw.githubusercontent.com/karanpratapsingh/portfolio/master/public/static/courses/system-design/chapter-V/url-shortener/url-shortener-basic-design.png)  
Here's how it works:  
**Creating a new URL**

---

_For more details, refer to the [URL Shortener](https://karanpratapsingh.com/courses/system-design/url-shortener) system design._

---

## 💻 System Design Interview Problems  
### Easy
- [Design URL Shortener like TinyURL](https://algomaster.io/learn/system-design-interviews/design-url-shortener)",[],correctness,4.0,4.0,4.0,,4.0,0.0
2,How do you design a URL shortener like bit.ly?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"# URL Shortener  
Let's design a URL shortener, similar to services like [Bitly](https://bitly.com), [TinyURL](https://tinyurl.com/app).

---

**Long URL**: [https://karanpratapsingh.com/courses/system-design/url-shortener](https://karanpratapsingh.com/courses/system-design/url-shortener)  
**Short URL**: [https://bit.ly/3I71d3o](https://bit.ly/3I71d3o)

---

![url-shortener-basic-design](https://raw.githubusercontent.com/karanpratapsingh/portfolio/master/public/static/courses/system-design/chapter-V/url-shortener/url-shortener-basic-design.png)  
Here's how it works:  
**Creating a new URL**

---

_For more details, refer to the [URL Shortener](https://karanpratapsingh.com/courses/system-design/url-shortener) system design._

---

## 💻 System Design Interview Problems  
### Easy
- [Design URL Shortener like TinyURL](https://algomaster.io/learn/system-design-interviews/design-url-shortener)",[],completeness,3.0,3.0,3.0,,3.0,0.0
2,How do you design a URL shortener like bit.ly?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"# URL Shortener  
Let's design a URL shortener, similar to services like [Bitly](https://bitly.com), [TinyURL](https://tinyurl.com/app).

---

**Long URL**: [https://karanpratapsingh.com/courses/system-design/url-shortener](https://karanpratapsingh.com/courses/system-design/url-shortener)  
**Short URL**: [https://bit.ly/3I71d3o](https://bit.ly/3I71d3o)

---

![url-shortener-basic-design](https://raw.githubusercontent.com/karanpratapsingh/portfolio/master/public/static/courses/system-design/chapter-V/url-shortener/url-shortener-basic-design.png)  
Here's how it works:  
**Creating a new URL**

---

_For more details, refer to the [URL Shortener](https://karanpratapsingh.com/courses/system-design/url-shortener) system design._

---

## 💻 System Design Interview Problems  
### Easy
- [Design URL Shortener like TinyURL](https://algomaster.io/learn/system-design-interviews/design-url-shortener)",[],relevance,4.0,4.0,4.0,,4.0,0.0
2,How do you design a URL shortener like bit.ly?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"# URL Shortener  
Let's design a URL shortener, similar to services like [Bitly](https://bitly.com), [TinyURL](https://tinyurl.com/app).

---

**Long URL**: [https://karanpratapsingh.com/courses/system-design/url-shortener](https://karanpratapsingh.com/courses/system-design/url-shortener)  
**Short URL**: [https://bit.ly/3I71d3o](https://bit.ly/3I71d3o)

---

![url-shortener-basic-design](https://raw.githubusercontent.com/karanpratapsingh/portfolio/master/public/static/courses/system-design/chapter-V/url-shortener/url-shortener-basic-design.png)  
Here's how it works:  
**Creating a new URL**

---

_For more details, refer to the [URL Shortener](https://karanpratapsingh.com/courses/system-design/url-shortener) system design._

---

## 💻 System Design Interview Problems  
### Easy
- [Design URL Shortener like TinyURL](https://algomaster.io/learn/system-design-interviews/design-url-shortener)",[],clarity,4.0,4.0,4.0,,4.0,0.0
2,How do you design a URL shortener like bit.ly?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"# URL Shortener  
Let's design a URL shortener, similar to services like [Bitly](https://bitly.com), [TinyURL](https://tinyurl.com/app).

---

**Long URL**: [https://karanpratapsingh.com/courses/system-design/url-shortener](https://karanpratapsingh.com/courses/system-design/url-shortener)  
**Short URL**: [https://bit.ly/3I71d3o](https://bit.ly/3I71d3o)

---

![url-shortener-basic-design](https://raw.githubusercontent.com/karanpratapsingh/portfolio/master/public/static/courses/system-design/chapter-V/url-shortener/url-shortener-basic-design.png)  
Here's how it works:  
**Creating a new URL**

---

_For more details, refer to the [URL Shortener](https://karanpratapsingh.com/courses/system-design/url-shortener) system design._

---

## 💻 System Design Interview Problems  
### Easy
- [Design URL Shortener like TinyURL](https://algomaster.io/learn/system-design-interviews/design-url-shortener)",[],citations,2.0,3.0,3.0,,2.6666666666666665,0.5773502691896258
3,What is a Bloom filter and when to use it?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"### Option 3: Bloom Filter  
This option is preferred. Bloom filter was proposed by Burton Howard Bloom in 1970. It is a probabilistic data structure that is used to test whether an element is a member of a set.

---

The diagram below illustrates how the Bloom filter works. The basic data structure for the Bloom filter is Bit Vector. Each bit represents a hashed value.

---

- [Databases Types](https://blog.algomaster.io/p/15-types-of-databases)
- [Bloom Filters](https://algomaster.io/learn/system-design/bloom-filters)

---

*   **Using Bloom filter.** A Bloom filter is a data structure that can rapidly tell us whether an element is present in a set or not. If the key exists, the request first goes to the cache and then queries the database if needed. If the key doesn't exist

---

永远不要忘了设计应该是面向未来的，如果通过更换更好的算法，能节省数十倍的内存（bitmap vs hashmap），或者数十倍的运算（bloom filter pre-filter vs raw computation），那么你省下的不仅仅是当下的资源（或者金钱），还有未来的时间 —— 因为，当你的应用有10倍的流量时，你还能够应对自如。",[],correctness,4.0,3.0,3.0,,3.3333333333333335,0.5773502691896258
3,What is a Bloom filter and when to use it?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"### Option 3: Bloom Filter  
This option is preferred. Bloom filter was proposed by Burton Howard Bloom in 1970. It is a probabilistic data structure that is used to test whether an element is a member of a set.

---

The diagram below illustrates how the Bloom filter works. The basic data structure for the Bloom filter is Bit Vector. Each bit represents a hashed value.

---

- [Databases Types](https://blog.algomaster.io/p/15-types-of-databases)
- [Bloom Filters](https://algomaster.io/learn/system-design/bloom-filters)

---

*   **Using Bloom filter.** A Bloom filter is a data structure that can rapidly tell us whether an element is present in a set or not. If the key exists, the request first goes to the cache and then queries the database if needed. If the key doesn't exist

---

永远不要忘了设计应该是面向未来的，如果通过更换更好的算法，能节省数十倍的内存（bitmap vs hashmap），或者数十倍的运算（bloom filter pre-filter vs raw computation），那么你省下的不仅仅是当下的资源（或者金钱），还有未来的时间 —— 因为，当你的应用有10倍的流量时，你还能够应对自如。",[],completeness,4.0,4.0,4.0,,4.0,0.0
3,What is a Bloom filter and when to use it?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"### Option 3: Bloom Filter  
This option is preferred. Bloom filter was proposed by Burton Howard Bloom in 1970. It is a probabilistic data structure that is used to test whether an element is a member of a set.

---

The diagram below illustrates how the Bloom filter works. The basic data structure for the Bloom filter is Bit Vector. Each bit represents a hashed value.

---

- [Databases Types](https://blog.algomaster.io/p/15-types-of-databases)
- [Bloom Filters](https://algomaster.io/learn/system-design/bloom-filters)

---

*   **Using Bloom filter.** A Bloom filter is a data structure that can rapidly tell us whether an element is present in a set or not. If the key exists, the request first goes to the cache and then queries the database if needed. If the key doesn't exist

---

永远不要忘了设计应该是面向未来的，如果通过更换更好的算法，能节省数十倍的内存（bitmap vs hashmap），或者数十倍的运算（bloom filter pre-filter vs raw computation），那么你省下的不仅仅是当下的资源（或者金钱），还有未来的时间 —— 因为，当你的应用有10倍的流量时，你还能够应对自如。",[],relevance,4.0,4.0,5.0,,4.333333333333333,0.5773502691896258
3,What is a Bloom filter and when to use it?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"### Option 3: Bloom Filter  
This option is preferred. Bloom filter was proposed by Burton Howard Bloom in 1970. It is a probabilistic data structure that is used to test whether an element is a member of a set.

---

The diagram below illustrates how the Bloom filter works. The basic data structure for the Bloom filter is Bit Vector. Each bit represents a hashed value.

---

- [Databases Types](https://blog.algomaster.io/p/15-types-of-databases)
- [Bloom Filters](https://algomaster.io/learn/system-design/bloom-filters)

---

*   **Using Bloom filter.** A Bloom filter is a data structure that can rapidly tell us whether an element is present in a set or not. If the key exists, the request first goes to the cache and then queries the database if needed. If the key doesn't exist

---

永远不要忘了设计应该是面向未来的，如果通过更换更好的算法，能节省数十倍的内存（bitmap vs hashmap），或者数十倍的运算（bloom filter pre-filter vs raw computation），那么你省下的不仅仅是当下的资源（或者金钱），还有未来的时间 —— 因为，当你的应用有10倍的流量时，你还能够应对自如。",[],clarity,4.0,3.0,4.0,,3.6666666666666665,0.5773502691896258
3,What is a Bloom filter and when to use it?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"### Option 3: Bloom Filter  
This option is preferred. Bloom filter was proposed by Burton Howard Bloom in 1970. It is a probabilistic data structure that is used to test whether an element is a member of a set.

---

The diagram below illustrates how the Bloom filter works. The basic data structure for the Bloom filter is Bit Vector. Each bit represents a hashed value.

---

- [Databases Types](https://blog.algomaster.io/p/15-types-of-databases)
- [Bloom Filters](https://algomaster.io/learn/system-design/bloom-filters)

---

*   **Using Bloom filter.** A Bloom filter is a data structure that can rapidly tell us whether an element is present in a set or not. If the key exists, the request first goes to the cache and then queries the database if needed. If the key doesn't exist

---

永远不要忘了设计应该是面向未来的，如果通过更换更好的算法，能节省数十倍的内存（bitmap vs hashmap），或者数十倍的运算（bloom filter pre-filter vs raw computation），那么你省下的不仅仅是当下的资源（或者金钱），还有未来的时间 —— 因为，当你的应用有10倍的流量时，你还能够应对自如。",[],citations,3.0,3.0,2.0,,2.6666666666666665,0.5773502691896258
4,How do you scale a database horizontally?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"* The alternative to **Vertical Scaling** is [**Horizontal scaling**](https://github.com/donnemartin/system-design-primer#horizontal-scaling)  
#### Start with SQL, consider NoSQL

---

To scale out our databases we will need to partition our data. Horizontal partitioning (aka [Sharding](https://karanpratapsingh.com/courses/system-design/sharding)) can be a good first step. We can shard our database either based on existing [partition

---

### Step 4: Scale the design  
Identify and address bottlenecks, given the constraints.  For example, do you need the following to address scalability issues?  
* Load balancer
* Horizontal scaling
* Caching
* Database sharding

---

There are many techniques to scale a relational database: **master-slave replication**, **master-master replication**, **federation**, **sharding**, **denormalization**, and **SQL tuning**.  
#### Master-slave replication

---

*   Replication helps horizontally scale the database by copying data to multiple nodes",[],correctness,4.0,4.0,4.0,,4.0,0.0
4,How do you scale a database horizontally?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"* The alternative to **Vertical Scaling** is [**Horizontal scaling**](https://github.com/donnemartin/system-design-primer#horizontal-scaling)  
#### Start with SQL, consider NoSQL

---

To scale out our databases we will need to partition our data. Horizontal partitioning (aka [Sharding](https://karanpratapsingh.com/courses/system-design/sharding)) can be a good first step. We can shard our database either based on existing [partition

---

### Step 4: Scale the design  
Identify and address bottlenecks, given the constraints.  For example, do you need the following to address scalability issues?  
* Load balancer
* Horizontal scaling
* Caching
* Database sharding

---

There are many techniques to scale a relational database: **master-slave replication**, **master-master replication**, **federation**, **sharding**, **denormalization**, and **SQL tuning**.  
#### Master-slave replication

---

*   Replication helps horizontally scale the database by copying data to multiple nodes",[],completeness,3.0,3.0,3.0,,3.0,0.0
4,How do you scale a database horizontally?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"* The alternative to **Vertical Scaling** is [**Horizontal scaling**](https://github.com/donnemartin/system-design-primer#horizontal-scaling)  
#### Start with SQL, consider NoSQL

---

To scale out our databases we will need to partition our data. Horizontal partitioning (aka [Sharding](https://karanpratapsingh.com/courses/system-design/sharding)) can be a good first step. We can shard our database either based on existing [partition

---

### Step 4: Scale the design  
Identify and address bottlenecks, given the constraints.  For example, do you need the following to address scalability issues?  
* Load balancer
* Horizontal scaling
* Caching
* Database sharding

---

There are many techniques to scale a relational database: **master-slave replication**, **master-master replication**, **federation**, **sharding**, **denormalization**, and **SQL tuning**.  
#### Master-slave replication

---

*   Replication helps horizontally scale the database by copying data to multiple nodes",[],relevance,4.0,4.0,4.0,,4.0,0.0
4,How do you scale a database horizontally?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"* The alternative to **Vertical Scaling** is [**Horizontal scaling**](https://github.com/donnemartin/system-design-primer#horizontal-scaling)  
#### Start with SQL, consider NoSQL

---

To scale out our databases we will need to partition our data. Horizontal partitioning (aka [Sharding](https://karanpratapsingh.com/courses/system-design/sharding)) can be a good first step. We can shard our database either based on existing [partition

---

### Step 4: Scale the design  
Identify and address bottlenecks, given the constraints.  For example, do you need the following to address scalability issues?  
* Load balancer
* Horizontal scaling
* Caching
* Database sharding

---

There are many techniques to scale a relational database: **master-slave replication**, **master-master replication**, **federation**, **sharding**, **denormalization**, and **SQL tuning**.  
#### Master-slave replication

---

*   Replication helps horizontally scale the database by copying data to multiple nodes",[],clarity,3.0,3.0,3.0,,3.0,0.0
4,How do you scale a database horizontally?,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"* The alternative to **Vertical Scaling** is [**Horizontal scaling**](https://github.com/donnemartin/system-design-primer#horizontal-scaling)  
#### Start with SQL, consider NoSQL

---

To scale out our databases we will need to partition our data. Horizontal partitioning (aka [Sharding](https://karanpratapsingh.com/courses/system-design/sharding)) can be a good first step. We can shard our database either based on existing [partition

---

### Step 4: Scale the design  
Identify and address bottlenecks, given the constraints.  For example, do you need the following to address scalability issues?  
* Load balancer
* Horizontal scaling
* Caching
* Database sharding

---

There are many techniques to scale a relational database: **master-slave replication**, **master-master replication**, **federation**, **sharding**, **denormalization**, and **SQL tuning**.  
#### Master-slave replication

---

*   Replication helps horizontally scale the database by copying data to multiple nodes",[],citations,3.0,3.0,3.0,,3.0,0.0
5,Compare synchronous versus asynchronous request processing,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"## 10. Sync vs Async Processing  
In synchronous processing, tasks are performed one after another.  
In asynchronous processing, tasks can run in the background. New tasks can be started without waiting for a new task.

---

A good practice is to combine both synchronous and asynchronous commits, where we use asynchronous commits in the processing loop for higher throughput and synchronous commits in exception handling to make sure the last offset is always committed.

---

## Synchronous vs Asynchronous replication

---

- [Synchronous vs. asynchronous communications](https://blog.algomaster.io/p/aec1cebf-6060-45a7-8e00-47364ca70761)
- [Latency vs Throughput](https://aws.amazon.com/compare/the-difference-between-throughput-and-latency/)

---

## Function Invocation  
AWS Lambda supports synchronous and asynchronous invocation.  
In synchronous invocation, the caller directly calls the Lambda function using AWS CLI, SDK, or other services.",[],correctness,3.0,3.0,3.0,,3.0,0.0
5,Compare synchronous versus asynchronous request processing,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"## 10. Sync vs Async Processing  
In synchronous processing, tasks are performed one after another.  
In asynchronous processing, tasks can run in the background. New tasks can be started without waiting for a new task.

---

A good practice is to combine both synchronous and asynchronous commits, where we use asynchronous commits in the processing loop for higher throughput and synchronous commits in exception handling to make sure the last offset is always committed.

---

## Synchronous vs Asynchronous replication

---

- [Synchronous vs. asynchronous communications](https://blog.algomaster.io/p/aec1cebf-6060-45a7-8e00-47364ca70761)
- [Latency vs Throughput](https://aws.amazon.com/compare/the-difference-between-throughput-and-latency/)

---

## Function Invocation  
AWS Lambda supports synchronous and asynchronous invocation.  
In synchronous invocation, the caller directly calls the Lambda function using AWS CLI, SDK, or other services.",[],completeness,4.0,4.0,3.0,,3.6666666666666665,0.5773502691896258
5,Compare synchronous versus asynchronous request processing,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"## 10. Sync vs Async Processing  
In synchronous processing, tasks are performed one after another.  
In asynchronous processing, tasks can run in the background. New tasks can be started without waiting for a new task.

---

A good practice is to combine both synchronous and asynchronous commits, where we use asynchronous commits in the processing loop for higher throughput and synchronous commits in exception handling to make sure the last offset is always committed.

---

## Synchronous vs Asynchronous replication

---

- [Synchronous vs. asynchronous communications](https://blog.algomaster.io/p/aec1cebf-6060-45a7-8e00-47364ca70761)
- [Latency vs Throughput](https://aws.amazon.com/compare/the-difference-between-throughput-and-latency/)

---

## Function Invocation  
AWS Lambda supports synchronous and asynchronous invocation.  
In synchronous invocation, the caller directly calls the Lambda function using AWS CLI, SDK, or other services.",[],relevance,4.0,4.0,4.0,,4.0,0.0
5,Compare synchronous versus asynchronous request processing,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"## 10. Sync vs Async Processing  
In synchronous processing, tasks are performed one after another.  
In asynchronous processing, tasks can run in the background. New tasks can be started without waiting for a new task.

---

A good practice is to combine both synchronous and asynchronous commits, where we use asynchronous commits in the processing loop for higher throughput and synchronous commits in exception handling to make sure the last offset is always committed.

---

## Synchronous vs Asynchronous replication

---

- [Synchronous vs. asynchronous communications](https://blog.algomaster.io/p/aec1cebf-6060-45a7-8e00-47364ca70761)
- [Latency vs Throughput](https://aws.amazon.com/compare/the-difference-between-throughput-and-latency/)

---

## Function Invocation  
AWS Lambda supports synchronous and asynchronous invocation.  
In synchronous invocation, the caller directly calls the Lambda function using AWS CLI, SDK, or other services.",[],clarity,5.0,4.0,4.0,,4.333333333333333,0.5773502691896258
5,Compare synchronous versus asynchronous request processing,Error generating answer: Both Groq and Ollama providers failed. Ensure Ollama is running (ollama serve) and llama3.2 model is pulled (ollama pull llama3.2),"## 10. Sync vs Async Processing  
In synchronous processing, tasks are performed one after another.  
In asynchronous processing, tasks can run in the background. New tasks can be started without waiting for a new task.

---

A good practice is to combine both synchronous and asynchronous commits, where we use asynchronous commits in the processing loop for higher throughput and synchronous commits in exception handling to make sure the last offset is always committed.

---

## Synchronous vs Asynchronous replication

---

- [Synchronous vs. asynchronous communications](https://blog.algomaster.io/p/aec1cebf-6060-45a7-8e00-47364ca70761)
- [Latency vs Throughput](https://aws.amazon.com/compare/the-difference-between-throughput-and-latency/)

---

## Function Invocation  
AWS Lambda supports synchronous and asynchronous invocation.  
In synchronous invocation, the caller directly calls the Lambda function using AWS CLI, SDK, or other services.",[],citations,3.0,3.0,3.0,,3.0,0.0
